index,entities,answers,sentences,entity,corrected_answers,counter_entity
11087,Restaurant_Name,"['someplace', 'smoothie']",find my someplace around here where i can rock out with a smoothie,"['Location', 'Dish']",,none
5003,Price,"['someplace', 'smoothie']",find my someplace around here where i can rock out with a smoothie,"['Location', 'Dish']",,none
6524,Location,"['someplace', 'smoothie']",find my someplace around here where i can rock out with a smoothie,"['Location', 'Dish']",someplace,LocationLocation
440,Rating,"['someplace', 'smoothie']",find my someplace around here where i can rock out with a smoothie,"['Location', 'Dish']",,none
8045,Cuisine,"['someplace', 'smoothie']",find my someplace around here where i can rock out with a smoothie,"['Location', 'Dish']",,none
3482,Amenity,"['someplace', 'smoothie']",find my someplace around here where i can rock out with a smoothie,"['Location', 'Dish']",,none
9566,Hours,"['someplace', 'smoothie']",find my someplace around here where i can rock out with a smoothie,"['Location', 'Dish']",,none
7217,Location,['sonic'],what is the fastest route to the sonic,['Restaurant_Name'],,none
8738,Cuisine,['sonic'],what is the fastest route to the sonic,['Restaurant_Name'],,none
10259,Hours,['sonic'],what is the fastest route to the sonic,['Restaurant_Name'],,none
2654,Dish,['sonic'],what is the fastest route to the sonic,['Restaurant_Name'],,none
4175,Amenity,['sonic'],what is the fastest route to the sonic,['Restaurant_Name'],,none
11780,Restaurant_Name,['sonic'],what is the fastest route to the sonic,['Restaurant_Name'],sonic,Restaurant_Name
5696,Price,['sonic'],what is the fastest route to the sonic,['Restaurant_Name'],,none
1133,Rating,['sonic'],what is the fastest route to the sonic,['Restaurant_Name'],,none
8816,Cuisine,"['sonic', 'open']",what time does sonic open,"['Restaurant_Name', 'Hours']",,none
10337,Hours,"['sonic', 'open']",what time does sonic open,"['Restaurant_Name', 'Hours']",open,HoursHours
7295,Location,"['sonic', 'open']",what time does sonic open,"['Restaurant_Name', 'Hours']",,none
4253,Amenity,"['sonic', 'open']",what time does sonic open,"['Restaurant_Name', 'Hours']",,none
1211,Rating,"['sonic', 'open']",what time does sonic open,"['Restaurant_Name', 'Hours']",,none
5774,Price,"['sonic', 'open']",what time does sonic open,"['Restaurant_Name', 'Hours']",,none
11858,Restaurant_Name,"['sonic', 'open']",what time does sonic open,"['Restaurant_Name', 'Hours']",sonic,Restaurant_NameRestaurant_Name
2732,Dish,"['sonic', 'open']",what time does sonic open,"['Restaurant_Name', 'Hours']",,none
2731,Dish,['sonic burger'],what time does sonic burger open,['Restaurant_Name'],,none
4252,Amenity,['sonic burger'],what time does sonic burger open,['Restaurant_Name'],,none
7294,Location,['sonic burger'],what time does sonic burger open,['Restaurant_Name'],,none
8815,Cuisine,['sonic burger'],what time does sonic burger open,['Restaurant_Name'],,none
11857,Restaurant_Name,['sonic burger'],what time does sonic burger open,['Restaurant_Name'],sonic burger,Restaurant_Name
5773,Price,['sonic burger'],what time does sonic burger open,['Restaurant_Name'],,none
1210,Rating,['sonic burger'],what time does sonic burger open,['Restaurant_Name'],,none
10336,Hours,['sonic burger'],what time does sonic burger open,['Restaurant_Name'],,none
9725,Hours,['soul'],i need help finding a soul food restaurant,['Cuisine'],,none
2120,Dish,['soul'],i need help finding a soul food restaurant,['Cuisine'],,none
5162,Price,['soul'],i need help finding a soul food restaurant,['Cuisine'],,none
9820,Hours,['soul'],i would like to find a soul food restaurant,['Cuisine'],,none
6683,Location,['soul'],i need help finding a soul food restaurant,['Cuisine'],,none
5257,Price,['soul'],i would like to find a soul food restaurant,['Cuisine'],,none
3736,Amenity,['soul'],i would like to find a soul food restaurant,['Cuisine'],,none
11246,Restaurant_Name,['soul'],i need help finding a soul food restaurant,['Cuisine'],,none
599,Rating,['soul'],i need help finding a soul food restaurant,['Cuisine'],,none
8299,Cuisine,['soul'],i would like to find a soul food restaurant,['Cuisine'],soul,Cuisine
2215,Dish,['soul'],i would like to find a soul food restaurant,['Cuisine'],,none
3641,Amenity,['soul'],i need help finding a soul food restaurant,['Cuisine'],,none
8204,Cuisine,['soul'],i need help finding a soul food restaurant,['Cuisine'],soul,Cuisine
694,Rating,['soul'],i would like to find a soul food restaurant,['Cuisine'],,none
11341,Restaurant_Name,['soul'],i would like to find a soul food restaurant,['Cuisine'],,none
6778,Location,['soul'],i would like to find a soul food restaurant,['Cuisine'],,none
9555,Hours,"['soul', 'los angeles']",find me soul food in los angeles,"['Cuisine', 'Location']",,none
11076,Restaurant_Name,"['soul', 'los angeles']",find me soul food in los angeles,"['Cuisine', 'Location']",,none
6513,Location,"['soul', 'los angeles']",find me soul food in los angeles,"['Cuisine', 'Location']",los angeles,LocationLocation
4992,Price,"['soul', 'los angeles']",find me soul food in los angeles,"['Cuisine', 'Location']",,none
8034,Cuisine,"['soul', 'los angeles']",find me soul food in los angeles,"['Cuisine', 'Location']",soul,CuisineCuisine
1950,Dish,"['soul', 'los angeles']",find me soul food in los angeles,"['Cuisine', 'Location']",,none
3471,Amenity,"['soul', 'los angeles']",find me soul food in los angeles,"['Cuisine', 'Location']",,none
429,Rating,"['soul', 'los angeles']",find me soul food in los angeles,"['Cuisine', 'Location']",,none
11509,Restaurant_Name,"['south end', 'fireplace', 'serves good portions']",is there a restaurant in the south end that has a fireplace and serves good portions,"['Location', 'Amenity', 'Amenity']",,none
8467,Cuisine,"['south end', 'fireplace', 'serves good portions']",is there a restaurant in the south end that has a fireplace and serves good portions,"['Location', 'Amenity', 'Amenity']",,none
5425,Price,"['south end', 'fireplace', 'serves good portions']",is there a restaurant in the south end that has a fireplace and serves good portions,"['Location', 'Amenity', 'Amenity']",,none
2383,Dish,"['south end', 'fireplace', 'serves good portions']",is there a restaurant in the south end that has a fireplace and serves good portions,"['Location', 'Amenity', 'Amenity']",,none
6946,Location,"['south end', 'fireplace', 'serves good portions']",is there a restaurant in the south end that has a fireplace and serves good portions,"['Location', 'Amenity', 'Amenity']",south end,LocationLocationLocation
9988,Hours,"['south end', 'fireplace', 'serves good portions']",is there a restaurant in the south end that has a fireplace and serves good portions,"['Location', 'Amenity', 'Amenity']",,none
3904,Amenity,"['south end', 'fireplace', 'serves good portions']",is there a restaurant in the south end that has a fireplace and serves good portions,"['Location', 'Amenity', 'Amenity']",fireplace & serves good portions,AmenityAmenityAmenity
862,Rating,"['south end', 'fireplace', 'serves good portions']",is there a restaurant in the south end that has a fireplace and serves good portions,"['Location', 'Amenity', 'Amenity']",,none
7266,Location,"['south side', 'hottest', 'sauce', 'chicken wings']",what restaurant on the south side has the hottest sauce for their chicken wings,"['Location', 'Cuisine', 'Dish', 'Dish']",south side,LocationLocationLocationLocation
8787,Cuisine,"['south side', 'hottest', 'sauce', 'chicken wings']",what restaurant on the south side has the hottest sauce for their chicken wings,"['Location', 'Cuisine', 'Dish', 'Dish']",hottest,CuisineCuisineCuisineCuisine
4224,Amenity,"['south side', 'hottest', 'sauce', 'chicken wings']",what restaurant on the south side has the hottest sauce for their chicken wings,"['Location', 'Cuisine', 'Dish', 'Dish']",,none
2703,Dish,"['south side', 'hottest', 'sauce', 'chicken wings']",what restaurant on the south side has the hottest sauce for their chicken wings,"['Location', 'Cuisine', 'Dish', 'Dish']",sauce & chicken wings,DishDishDishDish
1182,Rating,"['south side', 'hottest', 'sauce', 'chicken wings']",what restaurant on the south side has the hottest sauce for their chicken wings,"['Location', 'Cuisine', 'Dish', 'Dish']",,none
10308,Hours,"['south side', 'hottest', 'sauce', 'chicken wings']",what restaurant on the south side has the hottest sauce for their chicken wings,"['Location', 'Cuisine', 'Dish', 'Dish']",,none
5745,Price,"['south side', 'hottest', 'sauce', 'chicken wings']",what restaurant on the south side has the hottest sauce for their chicken wings,"['Location', 'Cuisine', 'Dish', 'Dish']",,none
11829,Restaurant_Name,"['south side', 'hottest', 'sauce', 'chicken wings']",what restaurant on the south side has the hottest sauce for their chicken wings,"['Location', 'Cuisine', 'Dish', 'Dish']",,none
8946,Cuisine,['southern'],where can i get some southern food,['Cuisine'],southern,Cuisine
4383,Amenity,['southern'],where can i get some southern food,['Cuisine'],,none
5904,Price,['southern'],where can i get some southern food,['Cuisine'],,none
11988,Restaurant_Name,['southern'],where can i get some southern food,['Cuisine'],,none
7425,Location,['southern'],where can i get some southern food,['Cuisine'],,none
10467,Hours,['southern'],where can i get some southern food,['Cuisine'],,none
2862,Dish,['southern'],where can i get some southern food,['Cuisine'],,none
1341,Rating,['southern'],where can i get some southern food,['Cuisine'],,none
8010,Cuisine,"['southwestern', 'breakfast', 'located nearby']",find me a southwestern restaurant that serves breakfast and is located nearby,"['Cuisine', 'Hours', 'Location']",southwestern,CuisineCuisineCuisine
6489,Location,"['southwestern', 'breakfast', 'located nearby']",find me a southwestern restaurant that serves breakfast and is located nearby,"['Cuisine', 'Hours', 'Location']",located nearby,LocationLocationLocation
9531,Hours,"['southwestern', 'breakfast', 'located nearby']",find me a southwestern restaurant that serves breakfast and is located nearby,"['Cuisine', 'Hours', 'Location']",breakfast,HoursHoursHours
3447,Amenity,"['southwestern', 'breakfast', 'located nearby']",find me a southwestern restaurant that serves breakfast and is located nearby,"['Cuisine', 'Hours', 'Location']",,none
11052,Restaurant_Name,"['southwestern', 'breakfast', 'located nearby']",find me a southwestern restaurant that serves breakfast and is located nearby,"['Cuisine', 'Hours', 'Location']",,none
405,Rating,"['southwestern', 'breakfast', 'located nearby']",find me a southwestern restaurant that serves breakfast and is located nearby,"['Cuisine', 'Hours', 'Location']",,none
1926,Dish,"['southwestern', 'breakfast', 'located nearby']",find me a southwestern restaurant that serves breakfast and is located nearby,"['Cuisine', 'Hours', 'Location']",,none
4968,Price,"['southwestern', 'breakfast', 'located nearby']",find me a southwestern restaurant that serves breakfast and is located nearby,"['Cuisine', 'Hours', 'Location']",,none
7426,Location,['spaghetti'],where can i get some spaghetti,['Dish'],,none
8947,Cuisine,['spaghetti'],where can i get some spaghetti,['Dish'],,none
10468,Hours,['spaghetti'],where can i get some spaghetti,['Dish'],,none
1342,Rating,['spaghetti'],where can i get some spaghetti,['Dish'],,none
2863,Dish,['spaghetti'],where can i get some spaghetti,['Dish'],spaghetti,Dish
4384,Amenity,['spaghetti'],where can i get some spaghetti,['Dish'],,none
11989,Restaurant_Name,['spaghetti'],where can i get some spaghetti,['Dish'],,none
5905,Price,['spaghetti'],where can i get some spaghetti,['Dish'],,none
11307,Restaurant_Name,['spaghetti and meatballs'],i want to find a place with spaghetti and meatballs,['Dish'],,none
8265,Cuisine,['spaghetti and meatballs'],i want to find a place with spaghetti and meatballs,['Dish'],,none
660,Rating,['spaghetti and meatballs'],i want to find a place with spaghetti and meatballs,['Dish'],,none
6744,Location,['spaghetti and meatballs'],i want to find a place with spaghetti and meatballs,['Dish'],,none
5223,Price,['spaghetti and meatballs'],i want to find a place with spaghetti and meatballs,['Dish'],,none
3702,Amenity,['spaghetti and meatballs'],i want to find a place with spaghetti and meatballs,['Dish'],,none
9786,Hours,['spaghetti and meatballs'],i want to find a place with spaghetti and meatballs,['Dish'],,none
2181,Dish,['spaghetti and meatballs'],i want to find a place with spaghetti and meatballs,['Dish'],spaghetti and meatballs,Dish
8011,Cuisine,"['spanish', 'can smoke']",find me a spanish restaurant where i can smoke,"['Cuisine', 'Amenity']",spanish,CuisineCuisine
406,Rating,"['spanish', 'can smoke']",find me a spanish restaurant where i can smoke,"['Cuisine', 'Amenity']",,none
11053,Restaurant_Name,"['spanish', 'can smoke']",find me a spanish restaurant where i can smoke,"['Cuisine', 'Amenity']",,none
3448,Amenity,"['spanish', 'can smoke']",find me a spanish restaurant where i can smoke,"['Cuisine', 'Amenity']",can smoke,AmenityAmenity
6490,Location,"['spanish', 'can smoke']",find me a spanish restaurant where i can smoke,"['Cuisine', 'Amenity']",,none
1927,Dish,"['spanish', 'can smoke']",find me a spanish restaurant where i can smoke,"['Cuisine', 'Amenity']",,none
4969,Price,"['spanish', 'can smoke']",find me a spanish restaurant where i can smoke,"['Cuisine', 'Amenity']",,none
9532,Hours,"['spanish', 'can smoke']",find me a spanish restaurant where i can smoke,"['Cuisine', 'Amenity']",,none
3131,Amenity,"['spanish', 'cheap']",are there any spanish restaurants that are cheap,"['Cuisine', 'Price']",,none
6173,Location,"['spanish', 'cheap']",are there any spanish restaurants that are cheap,"['Cuisine', 'Price']",,none
4652,Price,"['spanish', 'cheap']",are there any spanish restaurants that are cheap,"['Cuisine', 'Price']",cheap,PricePrice
10736,Restaurant_Name,"['spanish', 'cheap']",are there any spanish restaurants that are cheap,"['Cuisine', 'Price']",,none
89,Rating,"['spanish', 'cheap']",are there any spanish restaurants that are cheap,"['Cuisine', 'Price']",,none
1610,Dish,"['spanish', 'cheap']",are there any spanish restaurants that are cheap,"['Cuisine', 'Price']",,none
7694,Cuisine,"['spanish', 'cheap']",are there any spanish restaurants that are cheap,"['Cuisine', 'Price']",spanish,CuisineCuisine
9215,Hours,"['spanish', 'cheap']",are there any spanish restaurants that are cheap,"['Cuisine', 'Price']",,none
3798,Amenity,"['spanish tapas', 'in port']",im thinking spanish tapas is there one in port,"['Dish', 'Location']",,none
5319,Price,"['spanish tapas', 'in port']",im thinking spanish tapas is there one in port,"['Dish', 'Location']",,none
2277,Dish,"['spanish tapas', 'in port']",im thinking spanish tapas is there one in port,"['Dish', 'Location']",spanish tapas,DishDish
9882,Hours,"['spanish tapas', 'in port']",im thinking spanish tapas is there one in port,"['Dish', 'Location']",,none
6840,Location,"['spanish tapas', 'in port']",im thinking spanish tapas is there one in port,"['Dish', 'Location']",in port,LocationLocation
756,Rating,"['spanish tapas', 'in port']",im thinking spanish tapas is there one in port,"['Dish', 'Location']",,none
8361,Cuisine,"['spanish tapas', 'in port']",im thinking spanish tapas is there one in port,"['Dish', 'Location']",,none
11403,Restaurant_Name,"['spanish tapas', 'in port']",im thinking spanish tapas is there one in port,"['Dish', 'Location']",,none
10222,Hours,['speakeasy cafe'],what are the directions to the speakeasy cafe,['Restaurant_Name'],,none
8701,Cuisine,['speakeasy cafe'],what are the directions to the speakeasy cafe,['Restaurant_Name'],,none
1096,Rating,['speakeasy cafe'],what are the directions to the speakeasy cafe,['Restaurant_Name'],,none
2617,Dish,['speakeasy cafe'],what are the directions to the speakeasy cafe,['Restaurant_Name'],,none
4138,Amenity,['speakeasy cafe'],what are the directions to the speakeasy cafe,['Restaurant_Name'],,none
11743,Restaurant_Name,['speakeasy cafe'],what are the directions to the speakeasy cafe,['Restaurant_Name'],speakeasy cafe,Restaurant_Name
5659,Price,['speakeasy cafe'],what are the directions to the speakeasy cafe,['Restaurant_Name'],,none
7180,Location,['speakeasy cafe'],what are the directions to the speakeasy cafe,['Restaurant_Name'],,none
10679,Restaurant_Name,"['specials', 'le bec fin']",are there any dining specials at le bec fin,"['Amenity', 'Restaurant_Name']",le bec fin,Restaurant_NameRestaurant_Name
9158,Hours,"['specials', 'le bec fin']",are there any dining specials at le bec fin,"['Amenity', 'Restaurant_Name']",,none
3074,Amenity,"['specials', 'le bec fin']",are there any dining specials at le bec fin,"['Amenity', 'Restaurant_Name']",specials,AmenityAmenity
7637,Cuisine,"['specials', 'le bec fin']",are there any dining specials at le bec fin,"['Amenity', 'Restaurant_Name']",,none
32,Rating,"['specials', 'le bec fin']",are there any dining specials at le bec fin,"['Amenity', 'Restaurant_Name']",,none
6116,Location,"['specials', 'le bec fin']",are there any dining specials at le bec fin,"['Amenity', 'Restaurant_Name']",,none
4595,Price,"['specials', 'le bec fin']",are there any dining specials at le bec fin,"['Amenity', 'Restaurant_Name']",,none
1553,Dish,"['specials', 'le bec fin']",are there any dining specials at le bec fin,"['Amenity', 'Restaurant_Name']",,none
5650,Price,"['specilizes in', 'spagetti']",want to find a restaurant that specilizes in spagetti,"['Amenity', 'Dish']",,none
1087,Rating,"['specilizes in', 'spagetti']",want to find a restaurant that specilizes in spagetti,"['Amenity', 'Dish']",,none
10213,Hours,"['specilizes in', 'spagetti']",want to find a restaurant that specilizes in spagetti,"['Amenity', 'Dish']",,none
8692,Cuisine,"['specilizes in', 'spagetti']",want to find a restaurant that specilizes in spagetti,"['Amenity', 'Dish']",,none
4129,Amenity,"['specilizes in', 'spagetti']",want to find a restaurant that specilizes in spagetti,"['Amenity', 'Dish']",specilizes in,AmenityAmenity
2608,Dish,"['specilizes in', 'spagetti']",want to find a restaurant that specilizes in spagetti,"['Amenity', 'Dish']",spagetti,DishDish
11734,Restaurant_Name,"['specilizes in', 'spagetti']",want to find a restaurant that specilizes in spagetti,"['Amenity', 'Dish']",,none
7171,Location,"['specilizes in', 'spagetti']",want to find a restaurant that specilizes in spagetti,"['Amenity', 'Dish']",,none
5098,Price,['spencers diner'],how much is an average plate at spencers diner,['Restaurant_Name'],,none
6619,Location,['spencers diner'],how much is an average plate at spencers diner,['Restaurant_Name'],,none
9661,Hours,['spencers diner'],how much is an average plate at spencers diner,['Restaurant_Name'],,none
8140,Cuisine,['spencers diner'],how much is an average plate at spencers diner,['Restaurant_Name'],,none
11182,Restaurant_Name,['spencers diner'],how much is an average plate at spencers diner,['Restaurant_Name'],spencers diner,Restaurant_Name
2056,Dish,['spencers diner'],how much is an average plate at spencers diner,['Restaurant_Name'],,none
3577,Amenity,['spencers diner'],how much is an average plate at spencers diner,['Restaurant_Name'],,none
535,Rating,['spencers diner'],how much is an average plate at spencers diner,['Restaurant_Name'],,none
2165,Dish,"['spiciest buffalo wings', 'in town']",i want the spiciest buffalo wings in town where should i go,"['Dish', 'Location']",spiciest buffalo wings,DishDish
5207,Price,"['spiciest buffalo wings', 'in town']",i want the spiciest buffalo wings in town where should i go,"['Dish', 'Location']",,none
9770,Hours,"['spiciest buffalo wings', 'in town']",i want the spiciest buffalo wings in town where should i go,"['Dish', 'Location']",,none
6728,Location,"['spiciest buffalo wings', 'in town']",i want the spiciest buffalo wings in town where should i go,"['Dish', 'Location']",in town,LocationLocation
644,Rating,"['spiciest buffalo wings', 'in town']",i want the spiciest buffalo wings in town where should i go,"['Dish', 'Location']",,none
11291,Restaurant_Name,"['spiciest buffalo wings', 'in town']",i want the spiciest buffalo wings in town where should i go,"['Dish', 'Location']",,none
8249,Cuisine,"['spiciest buffalo wings', 'in town']",i want the spiciest buffalo wings in town where should i go,"['Dish', 'Location']",,none
3686,Amenity,"['spiciest buffalo wings', 'in town']",i want the spiciest buffalo wings in town where should i go,"['Dish', 'Location']",,none
9684,Hours,['spicy'],i feel in the mood for spicy food what can you do for me,['Cuisine'],,none
8163,Cuisine,['spicy'],i feel in the mood for spicy food what can you do for me,['Cuisine'],spicy,Cuisine
6642,Location,['spicy'],i feel in the mood for spicy food what can you do for me,['Cuisine'],,none
2079,Dish,['spicy'],i feel in the mood for spicy food what can you do for me,['Cuisine'],,none
11205,Restaurant_Name,['spicy'],i feel in the mood for spicy food what can you do for me,['Cuisine'],,none
558,Rating,['spicy'],i feel in the mood for spicy food what can you do for me,['Cuisine'],,none
3600,Amenity,['spicy'],i feel in the mood for spicy food what can you do for me,['Cuisine'],,none
5121,Price,['spicy'],i feel in the mood for spicy food what can you do for me,['Cuisine'],,none
5852,Price,"['sports bar', 'nassau county new york']",where can i find a sports bar in nassau county new york,"['Amenity', 'Location']",,none
1289,Rating,"['sports bar', 'nassau county new york']",where can i find a sports bar in nassau county new york,"['Amenity', 'Location']",,none
7373,Location,"['sports bar', 'nassau county new york']",where can i find a sports bar in nassau county new york,"['Amenity', 'Location']",nassau county new york,LocationLocation
2810,Dish,"['sports bar', 'nassau county new york']",where can i find a sports bar in nassau county new york,"['Amenity', 'Location']",,none
10415,Hours,"['sports bar', 'nassau county new york']",where can i find a sports bar in nassau county new york,"['Amenity', 'Location']",,none
4331,Amenity,"['sports bar', 'nassau county new york']",where can i find a sports bar in nassau county new york,"['Amenity', 'Location']",sports bar,AmenityAmenity
11936,Restaurant_Name,"['sports bar', 'nassau county new york']",where can i find a sports bar in nassau county new york,"['Amenity', 'Location']",,none
8894,Cuisine,"['sports bar', 'nassau county new york']",where can i find a sports bar in nassau county new york,"['Amenity', 'Location']",,none
3449,Amenity,"['sports bar', 'serves food']",find me a sports bar that serves food,"['Cuisine', 'Amenity']",serves food,AmenityAmenity
9533,Hours,"['sports bar', 'serves food']",find me a sports bar that serves food,"['Cuisine', 'Amenity']",,none
11054,Restaurant_Name,"['sports bar', 'serves food']",find me a sports bar that serves food,"['Cuisine', 'Amenity']",,none
407,Rating,"['sports bar', 'serves food']",find me a sports bar that serves food,"['Cuisine', 'Amenity']",,none
1928,Dish,"['sports bar', 'serves food']",find me a sports bar that serves food,"['Cuisine', 'Amenity']",,none
8012,Cuisine,"['sports bar', 'serves food']",find me a sports bar that serves food,"['Cuisine', 'Amenity']",sports bar,CuisineCuisine
6491,Location,"['sports bar', 'serves food']",find me a sports bar that serves food,"['Cuisine', 'Amenity']",,none
4970,Price,"['sports bar', 'serves food']",find me a sports bar that serves food,"['Cuisine', 'Amenity']",,none
2004,Dish,"['sports bar', 'smoke friendly']",help me find a sports bar that is smoke friendly,"['Cuisine', 'Amenity']",,none
6567,Location,"['sports bar', 'smoke friendly']",help me find a sports bar that is smoke friendly,"['Cuisine', 'Amenity']",,none
5046,Price,"['sports bar', 'smoke friendly']",help me find a sports bar that is smoke friendly,"['Cuisine', 'Amenity']",,none
3525,Amenity,"['sports bar', 'smoke friendly']",help me find a sports bar that is smoke friendly,"['Cuisine', 'Amenity']",smoke friendly,AmenityAmenity
8088,Cuisine,"['sports bar', 'smoke friendly']",help me find a sports bar that is smoke friendly,"['Cuisine', 'Amenity']",sports bar,CuisineCuisine
483,Rating,"['sports bar', 'smoke friendly']",help me find a sports bar that is smoke friendly,"['Cuisine', 'Amenity']",,none
9609,Hours,"['sports bar', 'smoke friendly']",help me find a sports bar that is smoke friendly,"['Cuisine', 'Amenity']",,none
11130,Restaurant_Name,"['sports bar', 'smoke friendly']",help me find a sports bar that is smoke friendly,"['Cuisine', 'Amenity']",,none
3915,Amenity,"['sports bar', 'within a mile of the minneapolis convention center']",is there a sports bar within a mile of the minneapolis convention center,"['Cuisine', 'Location']",,none
5436,Price,"['sports bar', 'within a mile of the minneapolis convention center']",is there a sports bar within a mile of the minneapolis convention center,"['Cuisine', 'Location']",,none
9999,Hours,"['sports bar', 'within a mile of the minneapolis convention center']",is there a sports bar within a mile of the minneapolis convention center,"['Cuisine', 'Location']",,none
6957,Location,"['sports bar', 'within a mile of the minneapolis convention center']",is there a sports bar within a mile of the minneapolis convention center,"['Cuisine', 'Location']",within a mile of the minneapolis convention center,LocationLocation
2394,Dish,"['sports bar', 'within a mile of the minneapolis convention center']",is there a sports bar within a mile of the minneapolis convention center,"['Cuisine', 'Location']",,none
873,Rating,"['sports bar', 'within a mile of the minneapolis convention center']",is there a sports bar within a mile of the minneapolis convention center,"['Cuisine', 'Location']",,none
8478,Cuisine,"['sports bar', 'within a mile of the minneapolis convention center']",is there a sports bar within a mile of the minneapolis convention center,"['Cuisine', 'Location']",sports bar,CuisineCuisine
11520,Restaurant_Name,"['sports bar', 'within a mile of the minneapolis convention center']",is there a sports bar within a mile of the minneapolis convention center,"['Cuisine', 'Location']",,none
9002,Cuisine,"['sportsway bar', 'melrose']",where is sportsway bar at melrose,"['Restaurant_Name', 'Location']",,none
6019,Price,"['sportsway bar', 'melrose']",where is the sportsway bar in melrose,"['Restaurant_Name', 'Location']",,none
9061,Cuisine,"['sportsway bar', 'melrose']",where is the sportsway bar in melrose,"['Restaurant_Name', 'Location']",,none
2977,Dish,"['sportsway bar', 'melrose']",where is the sportsway bar in melrose,"['Restaurant_Name', 'Location']",,none
2918,Dish,"['sportsway bar', 'melrose']",where is sportsway bar at melrose,"['Restaurant_Name', 'Location']",,none
10582,Hours,"['sportsway bar', 'melrose']",where is the sportsway bar in melrose,"['Restaurant_Name', 'Location']",,none
1397,Rating,"['sportsway bar', 'melrose']",where is sportsway bar at melrose,"['Restaurant_Name', 'Location']",,none
4498,Amenity,"['sportsway bar', 'melrose']",where is the sportsway bar in melrose,"['Restaurant_Name', 'Location']",,none
12044,Restaurant_Name,"['sportsway bar', 'melrose']",where is sportsway bar at melrose,"['Restaurant_Name', 'Location']",sportsway bar,Restaurant_NameRestaurant_Name
7481,Location,"['sportsway bar', 'melrose']",where is sportsway bar at melrose,"['Restaurant_Name', 'Location']",melrose,LocationLocation
4439,Amenity,"['sportsway bar', 'melrose']",where is sportsway bar at melrose,"['Restaurant_Name', 'Location']",,none
5960,Price,"['sportsway bar', 'melrose']",where is sportsway bar at melrose,"['Restaurant_Name', 'Location']",,none
10523,Hours,"['sportsway bar', 'melrose']",where is sportsway bar at melrose,"['Restaurant_Name', 'Location']",,none
12103,Restaurant_Name,"['sportsway bar', 'melrose']",where is the sportsway bar in melrose,"['Restaurant_Name', 'Location']",sportsway bar,Restaurant_NameRestaurant_Name
7540,Location,"['sportsway bar', 'melrose']",where is the sportsway bar in melrose,"['Restaurant_Name', 'Location']",melrose,LocationLocation
1456,Rating,"['sportsway bar', 'melrose']",where is the sportsway bar in melrose,"['Restaurant_Name', 'Location']",,none
10109,Hours,"['star hangout', 'close by', 'marios italian restaurant']",looking for star hangout close by called marios italian restaurant,"['Amenity', 'Location', 'Restaurant_Name']",,none
4025,Amenity,"['star hangout', 'close by', 'marios italian restaurant']",looking for star hangout close by called marios italian restaurant,"['Amenity', 'Location', 'Restaurant_Name']",star hangout,AmenityAmenityAmenity
983,Rating,"['star hangout', 'close by', 'marios italian restaurant']",looking for star hangout close by called marios italian restaurant,"['Amenity', 'Location', 'Restaurant_Name']",,none
7067,Location,"['star hangout', 'close by', 'marios italian restaurant']",looking for star hangout close by called marios italian restaurant,"['Amenity', 'Location', 'Restaurant_Name']",close by,LocationLocationLocation
2504,Dish,"['star hangout', 'close by', 'marios italian restaurant']",looking for star hangout close by called marios italian restaurant,"['Amenity', 'Location', 'Restaurant_Name']",,none
8588,Cuisine,"['star hangout', 'close by', 'marios italian restaurant']",looking for star hangout close by called marios italian restaurant,"['Amenity', 'Location', 'Restaurant_Name']",,none
5546,Price,"['star hangout', 'close by', 'marios italian restaurant']",looking for star hangout close by called marios italian restaurant,"['Amenity', 'Location', 'Restaurant_Name']",,none
11630,Restaurant_Name,"['star hangout', 'close by', 'marios italian restaurant']",looking for star hangout close by called marios italian restaurant,"['Amenity', 'Location', 'Restaurant_Name']",marios italian restaurant,Restaurant_NameRestaurant_NameRestaurant_Name
1346,Rating,"['starbucks', 'around me']",where can i get starbucks around me,"['Restaurant_Name', 'Location']",,none
8951,Cuisine,"['starbucks', 'around me']",where can i get starbucks around me,"['Restaurant_Name', 'Location']",,none
4388,Amenity,"['starbucks', 'around me']",where can i get starbucks around me,"['Restaurant_Name', 'Location']",,none
5909,Price,"['starbucks', 'around me']",where can i get starbucks around me,"['Restaurant_Name', 'Location']",,none
11993,Restaurant_Name,"['starbucks', 'around me']",where can i get starbucks around me,"['Restaurant_Name', 'Location']",starbucks,Restaurant_NameRestaurant_Name
7430,Location,"['starbucks', 'around me']",where can i get starbucks around me,"['Restaurant_Name', 'Location']",around me,LocationLocation
2867,Dish,"['starbucks', 'around me']",where can i get starbucks around me,"['Restaurant_Name', 'Location']",,none
10472,Hours,"['starbucks', 'around me']",where can i get starbucks around me,"['Restaurant_Name', 'Location']",,none
2395,Dish,"['starbucks', 'west side of town']",is there a starbucks on the west side of town,"['Restaurant_Name', 'Location']",,none
6958,Location,"['starbucks', 'west side of town']",is there a starbucks on the west side of town,"['Restaurant_Name', 'Location']",west side of town,LocationLocation
10000,Hours,"['starbucks', 'west side of town']",is there a starbucks on the west side of town,"['Restaurant_Name', 'Location']",,none
5437,Price,"['starbucks', 'west side of town']",is there a starbucks on the west side of town,"['Restaurant_Name', 'Location']",,none
8479,Cuisine,"['starbucks', 'west side of town']",is there a starbucks on the west side of town,"['Restaurant_Name', 'Location']",,none
